County,Total Groups Tallied: Estimate,Total Groups Tallied: Margin of Error,East Asian: Estimate,East Asian: Margin of Error,"Chinese, except Taiwanese Estimate","Chinese, except Taiwanese Margin of Error",Hmong Estimate,Hmong Margin of Error,Japanese Estimate,Japanese Margin of Error,Korean Estimate,Korean Margin of Error,Mongolian Estimate,Mongolian Margin of Error,Okinawan Estimate,Okinawan Margin of Error,Taiwanese Estimate,Taiwanese Margin of Error,Other East Asian Estimate,Other East Asian Margin of Error,Southeast Asian: Estimate,Southeast Asian: Margin of Error,Burmese Estimate,Burmese Margin of Error,Cambodian Estimate,Cambodian Margin of Error,Filipino Estimate,Filipino Margin of Error,Indonesian Estimate,Indonesian Margin of Error,Laotian Estimate,Laotian Margin of Error,Malaysian Estimate,Malaysian Margin of Error,Mien Estimate,Mien Margin of Error,Singaporean Estimate,Singaporean Margin of Error,Thai Estimate,Thai Margin of Error,Vietnamese Estimate,Vietnamese Margin of Error,Other Southeast Asian Estimate,Other Southeast Asian Margin of Error
"Lumpkin County, Georgia",416.0,30,,,115.0,92,13.0,29,220.0,110,34.0,55,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,14.0,13,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,3.0,6,11.0,21,0.0,30
"Luna County, New Mexico",234.0,169,,,0.0,25,0.0,25,1.0,3,17.0,34,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,209.0,181,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Lunenburg County, Virginia",22.0,22,,,0.0,21,0.0,21,0.0,21,10.0,18,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Luquillo Municipio, Puerto Rico",48.0,78,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Luzerne County, Pennsylvania",5654.0,377,,,940.0,433,326.0,274,168.0,105,806.0,341,0.0,27,0.0,27,13.0,23,0.0,27,,,3.0,6,22.0,30,828.0,318,36.0,57,0.0,27,10.0,14,0.0,27,0.0,27,3.0,4,254.0,135,0.0,27
"Lycoming County, Pennsylvania",1460.0,141,,,512.0,166,0.0,27,75.0,60,150.0,65,0.0,27,22.0,40,6.0,8,0.0,27,,,31.0,57,0.0,27,302.0,159,3.0,4,0.0,27,0.0,27,0.0,27,0.0,27,15.0,18,161.0,70,0.0,27
"Lyman County, South Dakota",24.0,24,,,12.0,12,0.0,10,5.0,7,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,7.0,11,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Lynchburg city, Virginia",2836.0,170,,,475.0,220,0.0,31,286.0,200,538.0,203,0.0,31,0.0,31,29.0,36,0.0,31,,,1.0,3,10.0,17,382.0,145,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,207.0,171,293.0,329,0.0,31
"Lynn County, Texas",75.0,39,,,21.0,25,0.0,21,0.0,21,22.0,27,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,3.0,4,29.0,29,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Lyon County, Iowa",82.0,6,,,45.0,30,0.0,16,0.0,16,29.0,31,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,0.0,16,0.0,16,5.0,9,0.0,16,0.0,16,0.0,16,0.0,16,3.0,6,0.0,16
"Lyon County, Kansas",1014.0,101,,,71.0,63,0.0,24,125.0,111,15.0,25,0.0,24,0.0,24,66.0,89,0.0,24,,,0.0,24,0.0,24,226.0,124,0.0,24,39.0,53,0.0,24,0.0,24,0.0,24,30.0,46,295.0,176,0.0,24
"Lyon County, Kentucky",101.0,99,,,0.0,18,0.0,18,47.0,69,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,37.0,54,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,7.0,15,0.0,18
"Lyon County, Minnesota",1448.0,57,,,26.0,26,459.0,201,9.0,18,55.0,65,0.0,17,0.0,17,13.0,13,0.0,17,,,254.0,149,8.0,12,30.0,28,0.0,17,4.0,8,0.0,17,0.0,17,0.0,17,348.0,275,27.0,35,0.0,17
"Lyon County, Nevada",1903.0,144,,,273.0,154,0.0,33,253.0,137,249.0,105,30.0,41,0.0,33,0.0,33,0.0,33,,,0.0,33,0.0,33,941.0,192,7.0,11,0.0,33,0.0,33,65.0,95,0.0,33,2.0,7,15.0,18,0.0,33
"Mackinac County, Michigan",292.0,190,,,32.0,38,0.0,17,32.0,38,12.0,20,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,32.0,38,51.0,47,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,67.0,57,0.0,17
"Macomb County, Michigan",50486.0,642,,,4414.0,823,4941.0,1098,1420.0,395,2295.0,470,0.0,26,0.0,26,397.0,240,0.0,26,,,46.0,117,281.0,249,7389.0,1057,43.0,45,442.0,394,18.0,20,0.0,26,0.0,26,655.0,320,2765.0,543,0.0,26
"Macon County, Alabama",70.0,48,,,0.0,21,0.0,21,3.0,9,2.0,4,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,12.0,20,11.0,26,0.0,21
"Macon County, Georgia",188.0,23,,,7.0,15,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,105.0,103,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Macon County, Illinois",1899.0,134,,,263.0,121,0.0,29,122.0,106,150.0,111,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,380.0,183,12.0,20,0.0,29,0.0,29,0.0,29,0.0,29,59.0,68,175.0,146,0.0,29
"Macon County, Missouri",211.0,44,,,102.0,68,0.0,19,0.0,19,29.0,28,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,31.0,34,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Macon County, North Carolina",527.0,135,,,104.0,114,0.0,29,101.0,78,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,97.0,111,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,141.0,150,0.0,29
"Macon County, Tennessee",120.0,92,,,0.0,25,0.0,25,24.0,45,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,53.0,67,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Macoupin County, Illinois",302.0,12,,,54.0,61,0.0,26,38.0,51,145.0,107,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,61.0,69,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,3.0,5,0.0,26
"Madera County, California",5651.0,508,,,1046.0,494,152.0,131,487.0,230,59.0,58,0.0,32,17.0,30,0.0,32,0.0,32,,,29.0,45,31.0,47,1256.0,453,5.0,8,112.0,95,0.0,32,148.0,225,0.0,32,16.0,22,515.0,320,0.0,32
"Madison County, Alabama",14929.0,440,,,2864.0,622,54.0,89,1264.0,393,2423.0,579,62.0,83,0.0,31,200.0,136,0.0,31,,,0.0,31,72.0,59,1937.0,361,266.0,197,279.0,169,0.0,31,0.0,31,0.0,31,557.0,231,1403.0,444,0.0,31
"Madison County, Arkansas",143.0,117,,,11.0,20,0.0,20,14.0,17,27.0,41,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,32.0,40,0.0,20,2.0,4,0.0,20,0.0,20,0.0,20,0.0,20,39.0,63,0.0,20
"Madison County, Florida",30.0,31,,,1.0,2,0.0,23,0.0,23,21.0,30,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,2.0,5,0.0,23
"Madison County, Georgia",747.0,20,,,32.0,40,0.0,30,48.0,68,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,,,473.0,181,0.0,30,87.0,119,3.0,6,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,97.0,124,0.0,30
"Madison County, Idaho",1309.0,162,,,423.0,218,133.0,73,86.0,63,204.0,130,0.0,29,0.0,29,117.0,128,0.0,29,,,0.0,29,0.0,29,236.0,148,26.0,37,0.0,29,0.0,29,0.0,29,0.0,29,23.0,39,15.0,30,0.0,29
"Madison County, Illinois",4526.0,315,,,938.0,383,0.0,29,412.0,182,606.0,265,0.0,29,12.0,22,0.0,29,0.0,29,,,25.0,38,0.0,29,981.0,317,14.0,22,82.0,116,0.0,29,0.0,29,0.0,29,32.0,47,620.0,382,0.0,29
"Madison County, Indiana",1279.0,88,,,156.0,80,0.0,30,28.0,25,235.0,158,0.0,30,0.0,30,13.0,22,0.0,30,,,17.0,24,0.0,30,299.0,108,0.0,30,11.0,20,0.0,30,0.0,30,0.0,30,29.0,32,100.0,103,0.0,30
"Madison County, Iowa",217.0,110,,,0.0,16,0.0,16,0.0,16,36.0,41,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,69.0,74,0.0,16,53.0,53,0.0,16,0.0,16,0.0,16,0.0,16,24.0,34,0.0,16
"Madison County, Kentucky",1580.0,104,,,190.0,111,0.0,30,56.0,48,100.0,76,0.0,30,0.0,30,2.0,5,0.0,30,,,0.0,30,80.0,67,247.0,136,0.0,30,11.0,15,0.0,30,0.0,30,0.0,30,171.0,168,196.0,165,0.0,30
"Madison County, Mississippi",3374.0,16,,,1185.0,373,0.0,33,188.0,146,103.0,93,0.0,33,0.0,33,0.0,33,0.0,33,,,0.0,33,0.0,33,206.0,147,0.0,33,30.0,46,0.0,33,0.0,33,0.0,33,32.0,39,296.0,192,0.0,33
"Madison County, Missouri",150.0,39,,,8.0,14,1.0,3,10.0,18,16.0,26,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,53.0,44,0.0,19,31.0,39,0.0,19,0.0,19,0.0,19,0.0,19,31.0,39,0.0,19
"Madison County, Montana",93.0,70,,,7.0,10,0.0,15,62.0,65,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,5.0,5,19.0,22,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Madison County, Nebraska",791.0,39,,,75.0,89,0.0,22,39.0,44,263.0,123,0.0,22,0.0,22,0.0,22,0.0,22,,,174.0,119,0.0,22,158.0,96,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,39.0,57,0.0,22
"Madison County, New York",1138.0,53,,,306.0,97,0.0,31,167.0,89,78.0,37,0.0,31,0.0,31,60.0,69,0.0,31,,,0.0,31,1.0,2,59.0,44,9.0,18,72.0,25,0.0,31,0.0,31,0.0,31,37.0,34,1.0,2,0.0,31
"Madison County, North Carolina",163.0,12,,,19.0,25,0.0,25,42.0,30,3.0,6,0.0,25,0.0,25,0.0,25,0.0,25,,,1.0,3,0.0,25,42.0,33,0.0,25,6.0,8,0.0,25,0.0,25,0.0,25,8.0,14,20.0,21,0.0,25
"Madison County, Ohio",854.0,139,,,31.0,48,0.0,27,166.0,190,260.0,239,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,24.0,40,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,12.0,22,0.0,27,0.0,27
"Madison County, Tennessee",1558.0,88,,,325.0,188,0.0,32,119.0,105,179.0,148,0.0,32,0.0,32,16.0,28,0.0,32,,,0.0,32,0.0,32,242.0,136,6.0,14,0.0,32,0.0,32,0.0,32,0.0,32,42.0,51,136.0,96,0.0,32
"Madison County, Texas",171.0,17,,,0.0,23,0.0,23,56.0,81,12.0,24,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,59.0,72,0.0,23,10.0,18,0.0,23,0.0,23,0.0,23,0.0,23,23.0,43,0.0,23
"Madison County, Virginia",99.0,75,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,46.0,59,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Madison Parish, Louisiana",0.0,20,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Magoffin County, Kentucky",13.0,21,,,13.0,21,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Mahaska County, Iowa",524.0,59,,,16.0,20,0.0,19,185.0,104,84.0,75,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,9.0,18,124.0,77,7.0,12,68.0,71,0.0,19,0.0,19,0.0,19,28.0,37,0.0,19,0.0,19
"Mahnomen County, Minnesota",57.0,10,,,2.0,3,7.0,7,14.0,9,5.0,5,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,1.0,3,2.0,2,0.0,13,17.0,11,0.0,13,0.0,13,0.0,13,0.0,13,9.0,8,0.0,13
"Mahoning County, Ohio",3421.0,376,,,397.0,181,0.0,30,264.0,162,189.0,135,25.0,35,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,488.0,218,0.0,30,32.0,38,8.0,13,0.0,30,16.0,25,102.0,98,119.0,97,0.0,30
"Major County, Oklahoma",89.0,9,,,3.0,5,0.0,15,26.0,23,6.0,9,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,48.0,26,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,6.0,13,0.0,15
"Malheur County, Oregon",797.0,112,,,74.0,68,0.0,28,432.0,104,74.0,76,0.0,28,0.0,28,18.0,27,0.0,28,,,0.0,28,23.0,27,84.0,70,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,16.0,23,1.0,5,0.0,28
"Manassas Park city, Virginia",1985.0,82,,,49.0,54,11.0,22,25.0,43,167.0,133,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,283.0,234,22.0,57,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,493.0,268,0.0,21
"Manassas city, Virginia",3083.0,263,,,179.0,133,0.0,28,478.0,357,266.0,199,0.0,28,0.0,28,20.0,26,0.0,28,,,7.0,13,36.0,55,607.0,266,0.0,28,19.0,32,0.0,28,0.0,28,0.0,28,0.0,28,625.0,414,0.0,28
"Manatee County, Florida",12236.0,342,,,2264.0,514,62.0,94,491.0,179,969.0,360,6.0,16,7.0,11,78.0,98,0.0,35,,,6.0,15,278.0,190,2095.0,573,0.0,35,153.0,148,13.0,21,0.0,35,65.0,85,224.0,126,2819.0,726,0.0,35
"Manatí Municipio, Puerto Rico",282.0,372,,,243.0,369,0.0,32,0.0,32,15.0,22,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32
"Manistee County, Michigan",249.0,72,,,6.0,11,0.0,20,27.0,22,20.0,19,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,84.0,50,0.0,20,0.0,20,10.0,14,0.0,20,0.0,20,0.0,20,54.0,47,0.0,20
"Manitowoc County, Wisconsin",2673.0,147,,,449.0,200,1299.0,306,136.0,116,76.0,47,27.0,34,0.0,23,4.0,6,0.0,23,,,0.0,23,0.0,23,224.0,84,0.0,23,135.0,152,0.0,23,0.0,23,0.0,23,41.0,59,13.0,12,0.0,23
"Marathon County, Wisconsin",9832.0,264,,,354.0,170,6214.0,569,200.0,146,91.0,63,2.0,3,0.0,23,14.0,22,0.0,23,,,0.0,23,132.0,118,1098.0,235,0.0,23,205.0,157,3.0,6,0.0,23,0.0,23,96.0,92,307.0,187,0.0,23
"Marengo County, Alabama",77.0,21,,,0.0,21,0.0,21,13.0,22,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,5.0,11,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Maricao Municipio, Puerto Rico",15.0,23,,,0.0,21,0.0,21,15.0,23,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Maricopa County, Arizona",285094.0,3148,,,47589.0,2845,315.0,204,20821.0,2054,20250.0,1676,282.0,245,202.0,164,3227.0,1120,20.0,27,,,3530.0,1013,4167.0,886,59448.0,3346,2401.0,520,2507.0,653,339.0,146,0.0,33,136.0,105,5790.0,1203,30869.0,2475,45.0,70
"Maries County, Missouri",42.0,43,,,0.0,17,0.0,17,8.0,15,27.0,39,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Marin County, California",24856.0,649,,,7211.0,847,19.0,20,3355.0,591,1968.0,423,25.0,49,43.0,67,251.0,148,0.0,32,,,51.0,71,363.0,197,4639.0,657,161.0,108,34.0,39,27.0,42,0.0,32,11.0,18,518.0,247,1882.0,529,0.0,32
"Marinette County, Wisconsin",339.0,10,,,30.0,23,11.0,14,131.0,55,23.0,18,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,86.0,56,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,9.0,11,12.0,14,0.0,21
"Marion County, Alabama",125.0,25,,,0.0,25,0.0,25,0.0,25,61.0,51,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,53.0,50,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Marion County, Arkansas",153.0,18,,,4.0,9,0.0,20,10.0,16,0.0,20,58.0,58,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,9.0,16,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,9.0,15,0.0,20,0.0,20
"Marion County, Florida",9522.0,566,,,1655.0,640,0.0,35,995.0,364,753.0,322,0.0,35,0.0,35,196.0,238,0.0,35,,,0.0,35,116.0,138,1149.0,321,85.0,86,12.0,56,45.0,85,0.0,35,0.0,35,638.0,389,874.0,355,0.0,35
"Marion County, Georgia",66.0,106,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,60.0,104,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Marion County, Illinois",341.0,27,,,64.0,39,0.0,26,34.0,30,81.0,36,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,49.0,41,5.0,7,0.0,26,0.0,26,0.0,26,0.0,26,9.0,11,29.0,27,0.0,26
"Marion County, Indiana",49525.0,1647,,,5091.0,1095,203.0,188,1479.0,377,2205.0,484,0.0,30,18.0,27,95.0,66,0.0,30,,,16584.0,1568,489.0,294,5325.0,943,85.0,58,545.0,424,129.0,136,0.0,30,0.0,30,613.0,349,1499.0,409,0.0,30
"Marion County, Iowa",581.0,27,,,28.0,24,0.0,22,77.0,68,99.0,82,0.0,22,0.0,22,0.0,22,0.0,22,,,45.0,64,8.0,15,63.0,50,0.0,22,67.0,63,0.0,22,0.0,22,0.0,22,0.0,22,9.0,15,0.0,22
"Marion County, Kansas",187.0,65,,,16.0,18,0.0,18,28.0,19,15.0,16,0.0,18,0.0,18,12.0,15,0.0,18,,,2.0,4,0.0,18,52.0,52,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,38.0,36,0.0,18
"Marion County, Kentucky",152.0,111,,,77.0,76,0.0,20,27.0,42,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,48.0,60,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Marion County, Mississippi",36.0,49,,,5.0,13,0.0,26,0.0,26,25.0,46,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,6.0,13,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Marion County, Missouri",124.0,81,,,30.0,43,0.0,22,0.0,22,12.0,20,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,6.0,12,27.0,40,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,2.0,3,0.0,22
"Marion County, Ohio",589.0,89,,,91.0,83,0.0,30,44.0,41,70.0,69,9.0,17,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,65.0,68,9.0,12,0.0,30,0.0,30,0.0,30,0.0,30,52.0,66,22.0,28,0.0,30
"Marion County, Oregon",13712.0,577,,,2466.0,583,110.0,106,1603.0,403,1587.0,444,0.0,31,64.0,60,14.0,15,0.0,31,,,144.0,175,211.0,145,3453.0,587,158.0,135,113.0,107,0.0,31,55.0,65,0.0,31,341.0,124,1361.0,399,0.0,31
"Marion County, South Carolina",75.0,94,,,16.0,22,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,2.0,3,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,42.0,71,0.0,26
"Marion County, Tennessee",106.0,74,,,0.0,25,0.0,25,11.0,17,25.0,28,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,34.0,42,3.0,9,0.0,25,4.0,7,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Marion County, Texas",87.0,80,,,0.0,21,0.0,21,11.0,23,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,65.0,74,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Marion County, West Virginia",489.0,9,,,148.0,109,0.0,30,185.0,134,7.0,13,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,83.0,74,0.0,30,15.0,35,7.0,13,0.0,30,0.0,30,1.0,3,0.0,30,0.0,30
"Mariposa County, California",452.0,80,,,163.0,81,7.0,17,53.0,52,17.0,39,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,138.0,106,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,28.0,61,30.0,36,0.0,21
"Marlboro County, South Carolina",203.0,122,,,4.0,6,0.0,26,84.0,90,54.0,75,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,34.0,36,13.0,16,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,4.0,7,0.0,26
"Marquette County, Michigan",948.0,110,,,173.0,97,0.0,26,78.0,53,180.0,96,21.0,27,0.0,26,8.0,15,0.0,26,,,0.0,26,0.0,26,266.0,127,41.0,61,0.0,26,0.0,26,0.0,26,0.0,26,29.0,32,56.0,40,0.0,26
"Marquette County, Wisconsin",157.0,5,,,0.0,16,0.0,16,9.0,10,34.0,22,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,63.0,26,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Marshall County, Alabama",963.0,146,,,232.0,95,0.0,31,38.0,26,104.0,55,0.0,31,1.0,2,0.0,31,0.0,31,,,9.0,11,0.0,31,157.0,57,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,8.0,9,139.0,74,0.0,31
"Marshall County, Illinois",41.0,25,,,9.0,12,0.0,19,10.0,13,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,6.0,12,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Marshall County, Indiana",376.0,40,,,188.0,106,0.0,27,46.0,46,25.0,31,0.0,27,0.0,27,0.0,27,0.0,27,,,16.0,24,0.0,27,46.0,48,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,25.0,33,0.0,27
"Marshall County, Iowa",1986.0,180,,,239.0,181,0.0,22,27.0,47,31.0,36,0.0,22,0.0,22,4.0,6,0.0,22,,,1299.0,310,0.0,22,80.0,66,0.0,22,5.0,9,0.0,22,0.0,22,0.0,22,0.0,22,219.0,260,0.0,22
"Marshall County, Kansas",67.0,7,,,0.0,18,0.0,18,39.0,23,2.0,4,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,17.0,22,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,9.0,11,0.0,18
"Marshall County, Kentucky",218.0,42,,,18.0,29,0.0,27,25.0,41,33.0,61,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,141.0,73,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Marshall County, Minnesota",43.0,3,,,1.0,2,0.0,13,4.0,19,7.0,10,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,27.0,17,1.0,3,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Marshall County, Mississippi",79.0,87,,,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,10.0,20,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30
"Marshall County, Oklahoma",83.0,52,,,23.0,28,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,23.0,33,20.0,26,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,10.0,18,0.0,16
"Marshall County, South Dakota",19.0,20,,,11.0,17,0.0,10,0.0,10,8.0,11,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Marshall County, Tennessee",300.0,29,,,81.0,77,0.0,29,0.0,29,26.0,38,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,69.0,67,0.0,29,39.0,54,0.0,29,0.0,29,0.0,29,0.0,29,85.0,100,0.0,29
"Marshall County, West Virginia",197.0,4,,,67.0,67,0.0,27,2.0,5,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,11.0,24,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,3.0,6,0.0,27,0.0,27
"Martin County, Florida",3291.0,165,,,697.0,232,0.0,35,59.0,51,186.0,142,0.0,35,0.0,35,0.0,35,0.0,35,,,16.0,32,27.0,43,947.0,380,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,284.0,207,316.0,233,0.0,35
"Martin County, Indiana",75.0,18,,,1.0,3,0.0,18,35.0,36,5.0,10,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,34.0,36,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
